Entity,Code,Year,Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data),GDP per capita,900793-annotations,Population (historical),World regions according to OWID
India,IND,1966,3.42706,1215,NA,500740250,NA
India,IND,1967,3.14697,1286,NA,511606375,NA
India,IND,1968,3.23513,1290,NA,522716894,NA
India,IND,1969,3.07425,1347,NA,533880544,NA
India,IND,1970,3.18693,1384,NA,545864268,NA
India,IND,1971,3.07842,1364,NA,558096383,NA
India,IND,1972,3.35335,1329,NA,570482142,NA
India,IND,1973,3.39983,1360,NA,583465595,NA
India,IND,1974,3.84298,1344,NA,597041392,NA
India,IND,1975,4.35535,1430,NA,611309532,NA
India,IND,1976,5.53983,1417,NA,625861887,NA
India,IND,1977,5.02793,1494,NA,640801105,NA
India,IND,1978,4.74301,1540,NA,655728226,NA
India,IND,1979,4.93297,1427,NA,671155745,NA
India,IND,1980,4.4519,1495,NA,687354031,NA
India,IND,1981,4.95703,1557,NA,703696255,NA
India,IND,1982,5.42495,1570,NA,720313474,NA
India,IND,1983,4.68502,1663,NA,737372685,NA
India,IND,1984,5.26355,1690,NA,754875451,NA
India,IND,1985,4.59519,1720,NA,772647801,NA
India,IND,1986,4.36897,1755,NA,790689978,NA
India,IND,1987,4.53534,1793,NA,808931261,NA
India,IND,1988,5.0835,1938,NA,827342997,NA
India,IND,1989,6.09997,2024,NA,846039530,NA
India,IND,1990,6.38334,2087,NA,864972219,NA
India,IND,1991,7.63288,2062.3103,NA,883927607,NA
India,IND,1992,7.36942,2115.2573,NA,902957072,NA
India,IND,1993,9.01073,2176.4277,NA,922118380,NA
India,IND,1994,8.79363,2254.899,NA,941163775,NA
India,IND,1995,9.55781,2355.9631,NA,960301048,NA
India,IND,1996,9.9586,2475.568,NA,979678464,NA
India,IND,1997,9.44699,2514.0217,NA,999133765,NA
India,IND,1998,9.2913,2611.7815,NA,1018665073,NA
India,IND,1999,8.94004,2707.7407,NA,1038225821,NA
India,IND,2000,9.90286,2753.0854,NA,1057922728,NA
India,IND,2001,9.67685,2837.8555,NA,1077898572,NA
India,IND,2002,10.30225,2870.9236,NA,1097600381,NA
India,IND,2003,10.73628,3035.9226,NA,1116802997,NA
India,IND,2004,12.58158,3212.511,NA,1135991510,NA
India,IND,2005,13.24344,3396.6487,NA,1154676319,NA
India,IND,2006,14.20119,3629.4111,NA,1172878890,NA
India,IND,2007,13.78177,3870.699,NA,1190676028,NA
India,IND,2008,18.19754,4030.6543,NA,1207930962,NA
India,IND,2009,12.67371,4270.708,NA,1225524760,NA
India,IND,2010,13.85899,4525.7456,NA,1243481564,NA
India,IND,2011,16.68038,4768,NA,1261224952,NA
India,IND,2012,16.38957,4982.083,NA,1278674506,NA
India,IND,2013,16.45696,5224.1445,NA,1295829506,NA
India,IND,2014,15.36388,5524.1147,NA,1312277184,NA
Indonesia,IDN,1921,24.15566,1395,NA,47889453,NA
Indonesia,IDN,1922,25.33333,1417,NA,48464913,NA
Indonesia,IDN,1923,31.25143,1428,NA,49048301,NA
Indonesia,IDN,1924,33.43909,1486,NA,49640203,NA
Indonesia,IDN,1925,35.53653,1497,NA,50240326,NA
Indonesia,IDN,1926,30.13857,1565,NA,50849550,NA
Indonesia,IDN,1927,32.26767,1645,NA,51467289,NA
Indonesia,IDN,1928,32.1989,1685,NA,52094423,NA
Indonesia,IDN,1929,29.08872,1702,NA,52730659,NA
Indonesia,IDN,1930,25.42217,1704,NA,53422386,NA
Indonesia,IDN,1931,21.93254,1568,NA,54167255,NA
Indonesia,IDN,1932,20.24237,1481,NA,54965265,NA
Indonesia,IDN,1933,21.21556,1470,NA,55772671,NA
Indonesia,IDN,1934,23.56379,1465,NA,56592409,NA
Indonesia,IDN,1935,20.29229,1478,NA,57426239,NA
Indonesia,IDN,1936,23.57875,1543,NA,58274749,NA
Indonesia,IDN,1937,34.42974,1694,NA,59137646,NA
Indonesia,IDN,1938,23.43737,1655,NA,60015810,NA
Indonesia,IDN,1939,26.38936,1639,NA,60908068,NA
Indonesia,IDN,1949,52.17688,1159,NA,68405199,NA
Indonesia,IDN,1950,36.02857,1280,NA,68799030,NA
Indonesia,IDN,1951,52.95897,1356,NA,70286312,NA
Indonesia,IDN,1952,97.3546,1401,NA,71876439,NA
Indonesia,IDN,1953,86.84483,1451,NA,73569145,NA
Indonesia,IDN,1954,79.44058,1517,NA,75367369,NA
Indonesia,IDN,1955,66.7813,1537,NA,77273504,NA
Indonesia,IDN,1956,59.54723,1533,NA,79282556,NA
Indonesia,IDN,1957,51.2452,1613,NA,81390843,NA
Indonesia,IDN,1958,39.78468,1530,NA,83592765,NA
Indonesia,IDN,1959,33.88762,1570,NA,85892868,NA
Indonesia,IDN,1960,71.56018,1613,NA,88296073,NA
Indonesia,IDN,1961,70.52205,1690,NA,90791250,NA
Indonesia,IDN,1962,69.83606,1653,NA,93375848,NA
Indonesia,IDN,1963,72.29491,1557,NA,96051425,NA
Indonesia,IDN,1964,103.90244,1583,NA,98833757,NA
Indonesia,IDN,1965,32.21681,1567,NA,101365131,NA
Indonesia,IDN,1966,22.63651,1535,NA,103792757,NA
Indonesia,IDN,1967,13.84359,1470,NA,106526397,NA
Indonesia,IDN,1968,11.67285,1580,NA,109450007,NA
Indonesia,IDN,1969,12.54376,1739,NA,112517638,NA
Indonesia,IDN,1970,13.68983,1882,NA,115657496,NA
Indonesia,IDN,1971,16.08594,1946,NA,118833699,NA
Indonesia,IDN,1972,18.55032,2117,NA,122039843,NA
Indonesia,IDN,1973,21.87141,2375,NA,125288516,NA
Indonesia,IDN,1974,29.28127,2439,NA,128555052,NA
Indonesia,IDN,1975,23.13831,2386,NA,131843849,NA
Indonesia,IDN,1976,23.15024,2536,NA,135173656,NA
Indonesia,IDN,1977,22.84005,2670,NA,138533539,NA
Indonesia,IDN,1978,21.87589,2727,NA,141953163,NA
Indonesia,IDN,1979,29.14266,2810,NA,145434830,NA
Indonesia,IDN,1980,29.64321,2981,NA,148950537,NA
Indonesia,IDN,1981,27.33277,3119,NA,152485036,NA
Indonesia,IDN,1982,23.60119,2941,NA,156052154,NA
Indonesia,IDN,1983,24.82792,2994,NA,159651382,NA
Indonesia,IDN,1984,24.99948,3134,NA,163251124,NA
Indonesia,IDN,1985,22.50794,3143,NA,166776182,NA
Indonesia,IDN,1986,19.95034,3269,NA,170175064,NA
Indonesia,IDN,1987,24.44988,3370,NA,173511158,NA
Indonesia,IDN,1988,23.08496,3500,NA,176855069,NA
Indonesia,IDN,1989,23.07569,3747,NA,180201637,NA
Indonesia,IDN,1990,23.63902,4007,NA,183501097,NA
Indonesia,IDN,1991,23.37059,4310.778,NA,186778237,NA
Indonesia,IDN,1992,24.42727,4536.4097,NA,190043743,NA
Indonesia,IDN,1993,23.33423,4837.1313,NA,193305171,NA
Indonesia,IDN,1994,23.48055,5140.025,NA,196591830,NA
Indonesia,IDN,1995,23.68518,5494.904,NA,199888054,NA
Indonesia,IDN,1996,23.01077,5851.2954,NA,203204352,NA
Indonesia,IDN,1997,25.03777,6055.8486,NA,206536090,NA
Indonesia,IDN,1998,53.3775,5203.5796,NA,209826791,NA
Indonesia,IDN,1999,38.17813,5186.7134,NA,213004666,NA
Indonesia,IDN,2000,38.06398,5384.3867,NA,216077791,NA
Indonesia,IDN,2001,37.30707,5526.1475,NA,219097906,NA
Indonesia,IDN,2002,31.49961,5720.2817,NA,222088499,NA
Indonesia,IDN,2003,32.9049,5938.878,NA,225048004,NA
Indonesia,IDN,2004,35.34743,6180.91,NA,227926647,NA
Indonesia,IDN,2005,35.76831,6482.012,NA,230871649,NA
Indonesia,IDN,2006,32.87455,6782.6245,NA,233951650,NA
Indonesia,IDN,2007,31.38631,7157.313,NA,237062339,NA
Indonesia,IDN,2008,31.71518,7633.166,NA,240157901,NA
Indonesia,IDN,2009,24.55775,7935.844,NA,243220024,NA
Indonesia,IDN,2010,22.7361,8386.434,NA,246305326,NA
Indonesia,IDN,2011,24.20379,8849,NA,249470029,NA
Indonesia,IDN,2012,23.04184,9272.009,NA,252698526,NA
Indonesia,IDN,2013,22.3017,9676.147,NA,255852466,NA
Indonesia,IDN,2014,21.86463,10050.717,NA,258877397,NA
Iran,IRN,1950,30.69961,2742,NA,16510553,NA
Iran,IRN,1951,24.78365,2668,NA,16921281,NA
Iran,IRN,1952,4.87645,2597,NA,17344434,NA
Iran,IRN,1953,5.09268,2531,NA,17778109,NA
Iran,IRN,1954,6.04859,2464,NA,18226205,NA
Iran,IRN,1955,13.38512,2397,NA,18700800,NA
Iran,IRN,1956,17.80161,2541,NA,19204391,NA
Iran,IRN,1957,21.35261,2817,NA,19726844,NA
Iran,IRN,1958,21.64602,3057,NA,20266510,NA
Iran,IRN,1959,22.03699,3226,NA,20846778,NA
Iran,IRN,1960,20.32086,3437,NA,21470433,NA
Iran,IRN,1961,21.06846,3622,NA,22125729,NA
Iran,IRN,1962,21.43425,3586,NA,22807908,NA
Iran,IRN,1963,22.8692,3867,NA,23519008,NA
Iran,IRN,1964,22.62518,4026,NA,24262863,NA
Iran,IRN,1965,21.6166,4388,NA,25036982,NA
Iran,IRN,1966,21.96871,4686,NA,25829273,NA
Iran,IRN,1967,25.40837,5062,NA,26628431,NA
Iran,IRN,1968,22.42647,5659,NA,27437390,NA
Iran,IRN,1969,23.49219,6212,NA,28273481,NA
Iran,IRN,1970,24.26679,6677,NA,29145099,NA
Iran,IRN,1971,27.85971,7296,NA,30029069,NA
Iran,IRN,1972,26.56784,8247,NA,30921177,NA
Iran,IRN,1973,25.63255,8706,NA,31839836,NA
Iran,IRN,1974,44.83996,9210,NA,32796455,NA
Iran,IRN,1975,38.79776,9377,NA,33802973,NA
Iran,IRN,1976,33.36402,10665,NA,34837283,NA
Iran,IRN,1977,29.67953,10205,NA,35933180,NA
Iran,IRN,1978,31.06415,8710,NA,37126534,NA
Iran,IRN,1979,22.62734,7678,NA,38424956,NA
Iran,IRN,1980,16.23875,6334,NA,39842324,NA
Iran,IRN,1981,10.85462,5887,NA,41989316,NA
Iran,IRN,1982,13.90986,6535,NA,44272142,NA
Iran,IRN,1983,13.556,7108,NA,46029541,NA
Iran,IRN,1984,10.31135,6951,NA,47793999,NA
Iran,IRN,1985,8.29047,6853,NA,49582288,NA
Iran,IRN,1986,4.21897,5984,NA,51446047,NA
Iran,IRN,1987,9.04559,5713,NA,53323493,NA
Iran,IRN,1988,8.70241,5249,NA,55072694,NA
Iran,IRN,1989,10.85593,5303,NA,56704919,NA
Iran,IRN,1990,15.46711,5620,NA,58380097,NA
Iran,IRN,1991,15.2166,6380.55,NA,59986931,NA
Iran,IRN,1992,17.93614,7036.315,NA,61184982,NA
Iran,IRN,1993,28.36362,6914.7666,NA,61403548,NA
Iran,IRN,1994,27.05123,6884.706,NA,61520597,NA
Iran,IRN,1995,19.07668,7093.735,NA,62205571,NA
Iran,IRN,1996,18.59657,7746.409,NA,62881296,NA
Iran,IRN,1997,16.13495,8113.724,NA,63639637,NA
Iran,IRN,1998,11.90837,8458.387,NA,64519866,NA
Iran,IRN,1999,18.47193,8714.627,NA,65445389,NA
Iran,IRN,2000,24.63489,9104.763,NA,66418662,NA
Iran,IRN,2001,19.00752,9620.627,NA,67452003,NA
Iran,IRN,2002,17.23924,10467.371,NA,68011316,NA
Iran,IRN,2003,20.69306,11502.853,NA,68769345,NA
Iran,IRN,2004,22.31994,12404.323,NA,70256316,NA
Iran,IRN,2005,25.09998,13110.143,NA,71828456,NA
Iran,IRN,2006,29.28256,14185.753,NA,73392746,NA
Iran,IRN,2007,26.43157,15467.107,NA,74602646,NA
Iran,IRN,2008,30.13473,15739.983,NA,75514200,NA
Iran,IRN,2009,18.65559,16575.07,NA,76457832,NA
Iran,IRN,2010,21.09982,17751.33,NA,77420852,NA
Iran,IRN,2011,21.95654,18024,NA,78383602,NA
Iran,IRN,2012,17.42121,17556.533,NA,79370583,NA
Iran,IRN,2013,16.56056,16842.896,NA,80414688,NA
Iran,IRN,2014,20.24797,17449.938,NA,81502045,NA
Iraq,IRQ,1950,35.03553,2174,NA,5653355,NA
Iraq,IRQ,1951,47.91515,2303,NA,5774131,NA
Iraq,IRQ,1952,59.17059,2482,NA,5913013,NA
Iraq,IRQ,1953,64.95733,3394,NA,6064248,NA
Iraq,IRQ,1954,56.46548,3926,NA,6219477,NA
Iraq,IRQ,1955,60.9967,3663,NA,6366279,NA
Iraq,IRQ,1956,54.75633,3808,NA,6507499,NA
Iraq,IRQ,1957,36.43932,3666,NA,6633380,NA
Iraq,IRQ,1958,45.92411,3974,NA,6741681,NA
Iraq,IRQ,1959,48.99015,4022,NA,6870386,NA
Iraq,IRQ,1960,47.52255,4360,NA,7022057,NA
Iraq,IRQ,1961,40.98746,4720,NA,7194560,NA
Iraq,IRQ,1962,39.38603,4809,NA,7413874,NA
Iraq,IRQ,1963,45.53519,4578,NA,7667932,NA
Iraq,IRQ,1964,39.66287,4965,NA,7929573,NA
Iraq,IRQ,1965,37.85237,5241,NA,8202146,NA
Iraq,IRQ,1966,35.60296,5338,NA,8485102,NA
Iraq,IRQ,1967,30.78162,5043,NA,8778877,NA
Iraq,IRQ,1968,34.07983,5745,NA,9085015,NA
Iraq,IRQ,1969,31.84948,5745,NA,9403357,NA
Iraq,IRQ,1970,30.22233,5536,NA,9735611,NA
Iraq,IRQ,1971,37.10727,5686,NA,10077817,NA
Iraq,IRQ,1972,24.13572,5297,NA,10430169,NA
Iraq,IRQ,1973,31.06226,5982,NA,10795873,NA
Iraq,IRQ,1974,49.57969,6097,NA,11167770,NA
Iraq,IRQ,1975,50.25911,6878,NA,11543643,NA
Iraq,IRQ,1976,47.59684,8007,NA,11927651,NA
Iraq,IRQ,1977,48.42207,7957,NA,12331052,NA
Iraq,IRQ,1978,47.04753,9075,NA,12753354,NA
Iraq,IRQ,1979,57.02448,10769,NA,13170374,NA
Iraq,IRQ,1980,66.71069,10165,NA,13591998,NA
Iraq,IRQ,1981,35.41583,8035,NA,14006380,NA
Iraq,IRQ,1982,30.95204,7704,NA,14406080,NA
Iraq,IRQ,1983,24.61983,6805,NA,14840555,NA
Iraq,IRQ,1984,24.57103,6593,NA,15310730,NA
Iraq,IRQ,1985,26.32867,6268,NA,15683430,NA
Iraq,IRQ,1986,20.77871,5992,NA,16074147,NA
Iraq,IRQ,1987,24.78735,6052,NA,16521051,NA
Iraq,IRQ,1988,24.66113,4635,NA,16908823,NA
Iraq,IRQ,1989,28.28075,4098,NA,17364553,NA
Iraq,IRQ,1990,23.28071,3918,NA,17581208,NA
Iraq,IRQ,1991,4.44964,1518.7421,NA,17767257,NA
Iraq,IRQ,1992,4.18398,2046.1809,NA,18300849,NA
Iraq,IRQ,2004,46.73672,6061.5547,NA,27577878,NA
Iraq,IRQ,2005,37.36187,6441.41,NA,28407450,NA
Iraq,IRQ,2006,45.09829,7117.6133,NA,28616518,NA
Iraq,IRQ,2007,41.36816,7587.6055,NA,28391605,NA
Iraq,IRQ,2008,44.16958,8587.265,NA,28971042,NA
Iraq,IRQ,2009,33.99378,9268.709,NA,30058207,NA
Iraq,IRQ,2010,35.6764,10274.33,NA,31045365,NA
Iraq,IRQ,2011,41.44041,11484,NA,32161425,NA
Iraq,IRQ,2012,41.38457,12521.541,NA,33654841,NA
Iraq,IRQ,2013,37.92719,12877.205,NA,35281987,NA
Iraq,IRQ,2014,37.54792,12559.504,NA,36550059,NA
Ireland,IRL,1926,25.99005,4100,NA,3382587,NA
Ireland,IRL,1927,27.46965,4229,NA,3250369,NA
Ireland,IRL,1928,27.96485,4363,NA,3123319,NA
Ireland,IRL,1929,28.23813,4501,NA,3024351,NA
Ireland,IRL,1930,28.13806,4618,NA,2952393,NA
Ireland,IRL,1931,22.38334,4737,NA,2906413,NA
Ireland,IRL,1933,17.42348,4463,NA,2888461,NA
Ireland,IRL,1936,14.84599,4865,NA,2897605,NA
Ireland,IRL,1937,14.57597,4713,NA,2900660,NA
Ireland,IRL,1938,12.75646,4865,NA,2903717,NA
Ireland,IRL,1947,11.65015,4929,NA,2913293,NA
Ireland,IRL,1948,13.00603,5149,NA,2913787,NA
Ireland,IRL,1949,16.7555,5426,NA,2911552,NA
Ireland,IRL,1950,17.60553,5504,NA,2912656,NA
Ireland,IRL,1951,19.14521,5649,NA,2936865,NA
Ireland,IRL,1952,21.55988,5805,NA,2941462,NA
Ireland,IRL,1953,21.55126,5973,NA,2929083,NA
Ireland,IRL,1954,21.6518,6048,NA,2915173,NA
Ireland,IRL,1955,19.94427,6248,NA,2899543,NA
Ireland,IRL,1956,19.09022,6212,NA,2883752,NA
Ireland,IRL,1957,22.44284,6239,NA,2869102,NA
Ireland,IRL,1958,21.75542,6169,NA,2854004,NA
Ireland,IRL,1959,20.30573,6437,NA,2839215,NA
Ireland,IRL,1960,21.93026,6825,NA,2827691,NA
Ireland,IRL,1961,24.41413,7186,NA,2824696,NA
Ireland,IRL,1962,21.96298,7390,NA,2831498,NA
Ireland,IRL,1963,22.76247,7685,NA,2843036,NA
Ireland,IRL,1964,23.16374,7948,NA,2857168,NA
Ireland,IRL,1965,22.4864,8051,NA,2873156,NA
Ireland,IRL,1966,24.19181,8097,NA,2888886,NA
Ireland,IRL,1967,26.44537,8531,NA,2905421,NA
Ireland,IRL,1968,27.51947,9197,NA,2922791,NA
Ireland,IRL,1969,27.24751,9706,NA,2940760,NA
Ireland,IRL,1970,27.11144,9881,NA,2961404,NA
Ireland,IRL,1971,31.47098,10128,NA,2993120,NA
Ireland,IRL,1972,26.62364,10621,NA,3037155,NA
Ireland,IRL,1973,28.9824,10946,NA,3084438,NA
Ireland,IRL,1974,36.58932,11225,NA,3132176,NA
Ireland,IRL,1975,34.5807,11662,NA,3180118,NA
Ireland,IRL,1976,36.12418,11639,NA,3228395,NA
Ireland,IRL,1977,39.05638,12425,NA,3277756,NA
Ireland,IRL,1978,39.85906,13150,NA,3329185,NA
Ireland,IRL,1979,39.10312,13335,NA,3375807,NA
Ireland,IRL,1980,39.03035,13614,NA,3415239,NA
Ireland,IRL,1981,39.22844,13893,NA,3448826,NA
Ireland,IRL,1982,38.09081,14061,NA,3475531,NA
Ireland,IRL,1983,41.32552,13931,NA,3497613,NA
Ireland,IRL,1984,47.8877,14435,NA,3515954,NA
Ireland,IRL,1985,48.47536,14834,NA,3531274,NA
Ireland,IRL,1986,44.05843,14768,NA,3541875,NA
Ireland,IRL,1987,47.11115,15458,NA,3540381,NA
Ireland,IRL,1988,49.63198,16313,NA,3525093,NA
Ireland,IRL,1989,53.12675,17343,NA,3511071,NA
Ireland,IRL,1990,48.15236,18838,NA,3514015,NA
Ireland,IRL,1991,48.58413,19253.943,NA,3534260,NA
Ireland,IRL,1992,50.25316,20032.719,NA,3558417,NA
Ireland,IRL,1993,55.60389,20627.078,NA,3576120,NA
Ireland,IRL,1994,59.57072,22004.814,NA,3590161,NA
Ireland,IRL,1995,62.97887,24266.143,NA,3610696,NA
Ireland,IRL,1996,62.44308,26562.908,NA,3638507,NA
Ireland,IRL,1997,63.47385,29455.92,NA,3672287,NA
Ireland,IRL,1998,71.6157,31908.648,NA,3711075,NA
Ireland,IRL,1999,72.5565,35377.164,NA,3752937,NA
Ireland,IRL,2000,77.95441,38806.5,NA,3802590,NA
Ireland,IRL,2001,78.50008,40966.332,NA,3862978,NA
Ireland,IRL,2002,75.09025,43012.816,NA,3928440,NA
Ireland,IRL,2003,67.69256,44372.758,NA,3992938,NA
Ireland,IRL,2004,66.34501,47028.863,NA,4066064,NA
Ireland,IRL,2005,66.02377,49223.383,NA,4155282,NA
Ireland,IRL,2006,57.5835,51296.195,NA,4268774,NA
Ireland,IRL,2007,54.55566,52322.23,NA,4393518,NA
Ireland,IRL,2008,54.12777,49583.14,NA,4485992,NA
Ireland,IRL,2009,58.79276,47375.734,NA,4533750,NA
Ireland,IRL,2010,66.11929,48623.81,NA,4559083,NA
Ireland,IRL,2011,65.48369,48980,NA,4579604,NA
Ireland,IRL,2012,65.07912,47360.09,NA,4600137,NA
Ireland,IRL,2013,59.0308,48181.234,NA,4624687,NA
Ireland,IRL,2014,57.73145,50732.348,NA,4658237,NA
Israel,ISR,1950,2.91065,4490,NA,1289244,NA
Israel,ISR,1951,2.45366,5035,NA,1351813,NA
Israel,ISR,1952,1.566,4828,NA,1414225,NA
Israel,ISR,1953,4.46343,4638,NA,1476336,NA
Israel,ISR,1954,9.74155,5378,NA,1538044,NA
Israel,ISR,1955,7.95552,5899,NA,1599497,NA
Israel,ISR,1956,7.31693,6153,NA,1660639,NA
Israel,ISR,1957,8.33496,6363,NA,1720530,NA
Israel,ISR,1958,7.31579,6550,NA,1779006,NA
Israel,ISR,1959,8.1138,7175,NA,1836348,NA
Israel,ISR,1960,7.43275,7433,NA,1891941,NA
Israel,ISR,1961,7.01705,7964,NA,1956894,NA
Israel,ISR,1962,10.69881,8396,NA,2040967,NA
Israel,ISR,1963,11.6598,8915,NA,2135049,NA
Israel,ISR,1964,10.78602,9430,NA,2231855,NA
Israel,ISR,1965,11.60688,9997,NA,2331450,NA
Israel,ISR,1966,12.57282,9867,NA,2433836,NA
Israel,ISR,1967,14.11344,9918,NA,2538658,NA
Israel,ISR,1968,16.17517,11210,NA,2645472,NA
Israel,ISR,1969,15.85985,12310,NA,2754158,NA
Israel,ISR,1970,14.55019,12913,NA,2864771,NA
Israel,ISR,1971,17.24872,13885,NA,2977303,NA
Israel,ISR,1972,16.01887,15108,NA,3079405,NA
Israel,ISR,1973,15.78635,15374,NA,3163042,NA
Israel,ISR,1974,14.51583,15980,NA,3239985,NA
Israel,ISR,1975,15.73123,16176,NA,3318089,NA
Israel,ISR,1976,19.35885,16053,NA,3398267,NA
Israel,ISR,1977,22.37653,15721,NA,3479618,NA
Israel,ISR,1978,28.71705,16139,NA,3560403,NA
Israel,ISR,1979,25.99973,16761,NA,3640878,NA
Israel,ISR,1980,25.4502,17508,NA,3721666,NA
Israel,ISR,1981,24.45775,18103,NA,3802233,NA
Israel,ISR,1982,21.51533,18155,NA,3883641,NA
Israel,ISR,1983,18.61967,18468,NA,3959631,NA
Israel,ISR,1984,22.30639,18305,NA,4033735,NA
Israel,ISR,1985,26.06843,18605,NA,4105362,NA
Israel,ISR,1986,24.10657,19160,NA,4168965,NA
Israel,ISR,1987,23.75104,20196,NA,4236875,NA
Israel,ISR,1988,22.35645,20256,NA,4307326,NA
Israel,ISR,1989,24.87389,20091,NA,4381512,NA
Israel,ISR,1990,22.87088,20829,NA,4544995,NA
Israel,ISR,1991,19.60528,20912.941,NA,4779892,NA
Israel,ISR,1992,19.85899,21531.596,NA,4957239,NA
Israel,ISR,1993,21.98024,21484.979,NA,5086041,NA
Israel,ISR,1994,22.01669,22128.805,NA,5216699,NA
Israel,ISR,1995,19.02654,23378.16,NA,5354736,NA
Israel,ISR,1996,18.52787,23979.996,NA,5499554,NA
Israel,ISR,1997,19.72649,24226.73,NA,5646476,NA
Israel,ISR,1998,20.21176,24506.16,NA,5790142,NA
Israel,ISR,1999,22.00553,24644.205,NA,5946079,NA
Israel,ISR,2000,24.1031,26058.84,NA,6111195,NA
Israel,ISR,2001,22.21548,25427.32,NA,6259977,NA
Israel,ISR,2002,24.37248,24823.553,NA,6387714,NA
Israel,ISR,2003,24.68833,24545.244,NA,6502821,NA
Israel,ISR,2004,28.44529,25210.879,NA,6615084,NA
Israel,ISR,2005,29.76396,25686.406,NA,6728208,NA
Israel,ISR,2006,30.05461,26571.256,NA,6844028,NA
Israel,ISR,2007,30.09992,27624.883,NA,6962456,NA
Israel,ISR,2008,28.31146,27857.62,NA,7082621,NA
Israel,ISR,2009,22.92785,27644.697,NA,7206096,NA
Israel,ISR,2010,24.92948,28575.531,NA,7336737,NA
Israel,ISR,2011,25.6951,29370,NA,7471021,NA
Israel,ISR,2012,24.3401,29580.836,NA,7607784,NA
Israel,ISR,2013,22.77063,30316.602,NA,7749369,NA
Israel,ISR,2014,22.55848,30906.148,NA,7897173,NA
Italy,ITA,1861,6.20779,2558,NA,26192723,NA
Italy,ITA,1862,7.12924,2634.3525,NA,26361247,NA
Italy,ITA,1863,8.45145,2688.1147,NA,26532332,NA
Italy,ITA,1864,7.44761,2642.0327,NA,26704525,NA
Italy,ITA,1865,6.97857,2780.2788,NA,26877835,NA
Italy,ITA,1866,7.09987,2588.2705,NA,27052267,NA
Italy,ITA,1867,8.91537,2611.3115,NA,27227831,NA
Italy,ITA,1868,8.46346,2626.672,NA,27404532,NA
Italy,ITA,1869,8.79543,2695.7952,NA,27576990,NA
Italy,ITA,1870,8.40308,2826.3606,NA,27745148,NA
Italy,ITA,1871,11.67161,2811.12,NA,27908950,NA
Italy,ITA,1872,11.22309,2593,NA,28068339,NA
Italy,ITA,1873,9.60306,2581,NA,28223256,NA
Italy,ITA,1874,8.72087,2715,NA,28379027,NA
Italy,ITA,1875,10.33682,2727,NA,28535657,NA
Italy,ITA,1876,12.16845,2662,NA,28693149,NA
Italy,ITA,1877,8.5106,2678,NA,28851509,NA
Italy,ITA,1878,9.86133,2745,NA,29010741,NA
Italy,ITA,1879,10.64346,2753,NA,29178818,NA
Italy,ITA,1880,10.10973,2796,NA,29355842,NA
Italy,ITA,1881,11.80518,2880,NA,29541914,NA
Italy,ITA,1882,10.60397,2915,NA,29737139,NA
Italy,ITA,1883,11.76399,2942,NA,29941621,NA
Italy,ITA,1884,10.85562,2898,NA,30147508,NA
Italy,ITA,1885,10.50297,2941,NA,30354809,NA
Italy,ITA,1886,9.60805,3005,NA,30563534,NA
Italy,ITA,1887,10.6698,3081,NA,30773692,NA
Italy,ITA,1888,8.66019,3065,NA,30985293,NA
Italy,ITA,1889,9.05714,2971,NA,31191675,NA
Italy,ITA,1890,7.7913,2974,NA,31392763,NA
Italy,ITA,1891,7.30833,3014,NA,31588484,NA
Italy,ITA,1892,8.87037,3017,NA,31778763,NA
Italy,ITA,1893,8.76364,3064,NA,31963526,NA
Italy,ITA,1894,9.68868,3081,NA,32149360,NA
Italy,ITA,1895,9.43636,3107,NA,32336274,NA
Italy,ITA,1896,9.56364,3153,NA,32524272,NA
Italy,ITA,1897,10.11111,3158,NA,32713362,NA
Italy,ITA,1898,9.95041,3145,NA,32903549,NA
Italy,ITA,1899,11.72951,3180,NA,33109815,NA
Italy,ITA,1900,10.29231,3264,NA,33332371,NA
Italy,ITA,1901,10.25373,3317,NA,33571430,NA
Italy,ITA,1902,11.4375,3371,NA,33827207,NA
Italy,ITA,1903,10.66449,3402,NA,34099919,NA
Italy,ITA,1904,11.3956,3461,NA,34374827,NA
Italy,ITA,1905,11.76082,3532,NA,34651950,NA
Italy,ITA,1906,12.3763,3652,NA,34931305,NA
Italy,ITA,1907,11.26513,3716,NA,35212911,NA
Italy,ITA,1908,10.41725,3795,NA,35496784,NA
Italy,ITA,1909,10.37161,3826,NA,35739219,NA
Italy,ITA,1910,11.68527,3829,NA,35939804,NA
Italy,ITA,1911,9.97895,3870,NA,36098124,NA
Italy,ITA,1912,11.63557,3875,NA,36213760,NA
Italy,ITA,1913,11.73663,4057,NA,36286291,NA
Italy,ITA,1914,10.73012,3835,NA,36358965,NA
Italy,ITA,1915,10.82668,3642,NA,36431783,NA
Italy,ITA,1916,7.16466,3942,NA,36504744,NA
Italy,ITA,1917,7.76647,3955,NA,36577850,NA
Italy,ITA,1918,6.31077,3856,NA,36659635,NA
Italy,ITA,1919,9.49255,3701,NA,36789373,NA
Italy,ITA,1920,12.41997,3789,NA,36967588,NA
Italy,ITA,1921,8.60556,3660,NA,37194808,NA
Italy,ITA,1922,8.64151,3928,NA,37471567,NA
Italy,ITA,1923,9.6461,4248,NA,37798403,NA
Italy,ITA,1924,11.97746,4324,NA,38128090,NA
Italy,ITA,1925,12.18284,4580,NA,38460652,NA
