Entity,Code,Year,Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data),GDP per capita,900793-annotations,Population (historical),World regions according to OWID
Seychelles,SYC,1993,10.70797,10009.914,NA,76419,NA
Seychelles,SYC,1994,14.61821,10060.825,NA,77278,NA
Seychelles,SYC,1995,9.78323,10135.096,NA,78143,NA
Seychelles,SYC,1996,33.2088,10468.99,NA,78900,NA
Seychelles,SYC,1997,18.25216,12233.05,NA,79670,NA
Seychelles,SYC,1998,18.60894,13801.1875,NA,80738,NA
Seychelles,SYC,1999,24.11923,14235.787,NA,82033,NA
Seychelles,SYC,2000,30.19632,14379.832,NA,83339,NA
Seychelles,SYC,2001,41.51381,14221.163,NA,84621,NA
Seychelles,SYC,2002,56.02842,14581.411,NA,85878,NA
Seychelles,SYC,2003,56.57832,13835.993,NA,87056,NA
Seychelles,SYC,2004,48.35606,13735.897,NA,88174,NA
Seychelles,SYC,2005,49.5977,15172.563,NA,89288,NA
Seychelles,SYC,2006,37.60503,16824.613,NA,90391,NA
Seychelles,SYC,2007,35.70105,18832.826,NA,91483,NA
Seychelles,SYC,2008,40.36949,18687.39,NA,92563,NA
Seychelles,SYC,2009,43.80293,18743.996,NA,93644,NA
Seychelles,SYC,2010,38.30374,20147.178,NA,94993,NA
Seychelles,SYC,2011,35.25083,21545,NA,97041,NA
Seychelles,SYC,2012,38.79435,22130,NA,99565,NA
Seychelles,SYC,2013,40.02683,23036,NA,102108,NA
Seychelles,SYC,2014,37.45788,24250,NA,104663,NA
Sierra Leone,SLE,1960,22.60803,1176,NA,2268360,NA
Sierra Leone,SLE,1961,28.61198,1181,NA,2304229,NA
Sierra Leone,SLE,1962,26.58135,1216,NA,2342241,NA
Sierra Leone,SLE,1963,26.07769,1218,NA,2382260,NA
Sierra Leone,SLE,1964,28.68483,1215,NA,2424392,NA
Sierra Leone,SLE,1965,30.37204,1282,NA,2468669,NA
Sierra Leone,SLE,1966,26.99053,1342,NA,2514641,NA
Sierra Leone,SLE,1967,31.92646,1313,NA,2562394,NA
Sierra Leone,SLE,1968,39.28574,1420,NA,2611534,NA
Sierra Leone,SLE,1969,33.91344,1525,NA,2661368,NA
Sierra Leone,SLE,1970,27.63631,1553,NA,2712287,NA
Sierra Leone,SLE,1971,31.60724,1535,NA,2763230,NA
Sierra Leone,SLE,1972,30.58434,1525,NA,2814397,NA
Sierra Leone,SLE,1973,41.15491,1553,NA,2866959,NA
Sierra Leone,SLE,1974,33.89988,1581,NA,2920465,NA
Sierra Leone,SLE,1975,24.1208,1551,NA,2974658,NA
Sierra Leone,SLE,1976,24.32275,1511,NA,3028822,NA
Sierra Leone,SLE,1977,25.11666,1495,NA,3085359,NA
Sierra Leone,SLE,1978,23.33994,1524,NA,3145521,NA
Sierra Leone,SLE,1979,28.37348,1572,NA,3207501,NA
Sierra Leone,SLE,1980,27.30239,1584,NA,3272096,NA
Sierra Leone,SLE,1981,18.66688,1615,NA,3338944,NA
Sierra Leone,SLE,1982,9.55812,1610,NA,3408189,NA
Sierra Leone,SLE,1983,15.6623,1575,NA,3481644,NA
Sierra Leone,SLE,1984,17.15687,1608,NA,3558764,NA
Sierra Leone,SLE,1985,17.30326,1610,NA,3638443,NA
Sierra Leone,SLE,1986,29.16524,1597,NA,3728382,NA
Sierra Leone,SLE,1987,24.16841,1624,NA,3829719,NA
Sierra Leone,SLE,1988,18.81576,1626,NA,3934518,NA
Sierra Leone,SLE,1989,27.37796,1642,NA,4034037,NA
Sierra Leone,SLE,1990,34.58424,1635,NA,4196833,NA
Sierra Leone,SLE,1991,37.88103,1467.3888,NA,4246269,NA
Sierra Leone,SLE,1992,55.99138,1354.9681,NA,4166368,NA
Sierra Leone,SLE,1993,20.67567,1405.1628,NA,4157128,NA
Sierra Leone,SLE,1994,30.2269,1500.2092,NA,4173109,NA
Sierra Leone,SLE,1995,21.95758,1383.1082,NA,4179178,NA
Sierra Leone,SLE,1996,21.8756,1060.5624,NA,4199214,NA
Sierra Leone,SLE,1997,24.08917,885.29846,NA,4253710,NA
Sierra Leone,SLE,1998,18.35635,882.7294,NA,4295783,NA
Sierra Leone,SLE,1999,15.46293,814.1233,NA,4318048,NA
Sierra Leone,SLE,2000,21.43232,828.7939,NA,4423614,NA
Sierra Leone,SLE,2001,5.39095,923.0458,NA,4692715,NA
Sierra Leone,SLE,2002,9.05658,1101.7504,NA,4971436,NA
Sierra Leone,SLE,2003,10.93656,1156.5192,NA,5177687,NA
Sierra Leone,SLE,2004,13.77715,1197.153,NA,5355715,NA
Sierra Leone,SLE,2005,12.87864,1223.7015,NA,5501707,NA
Sierra Leone,SLE,2006,11.74275,1247.2528,NA,5624464,NA
Sierra Leone,SLE,2007,15.23383,1320.7577000000001,NA,5749353,NA
Sierra Leone,SLE,2008,10.8899,1363.4875,NA,5894728,NA
Sierra Leone,SLE,2009,9.17521,1378.3579,NA,6055655,NA
Sierra Leone,SLE,2010,11.82775,1421.1521,NA,6222715,NA
Sierra Leone,SLE,2011,12.7354,1479,NA,6387259,NA
Sierra Leone,SLE,2012,25.34948,1665,NA,6551077,NA
Sierra Leone,SLE,2013,36.66933,1965,NA,6714057,NA
Sierra Leone,SLE,2014,43.42339,2007,NA,6876384,NA
Singapore,SGP,1960,161.23428,3464,NA,1619328,NA
Singapore,SGP,1961,141.42911,3623,NA,1670470,NA
Singapore,SGP,1962,135.15613,3775,NA,1721183,NA
Singapore,SGP,1963,123.76337,4049,NA,1771516,NA
Singapore,SGP,1964,101.32012,3800,NA,1821470,NA
Singapore,SGP,1965,100.73098,3991,NA,1870828,NA
Singapore,SGP,1966,100.57186,4317,NA,1919088,NA
Singapore,SGP,1967,92.15986,4741,NA,1965686,NA
Singapore,SGP,1968,89.19593,5294,NA,2010102,NA
Singapore,SGP,1969,93.35072,5931,NA,2052163,NA
Singapore,SGP,1970,80.93947,6650,NA,2091568,NA
Singapore,SGP,1971,77.83899,7318,NA,2128444,NA
Singapore,SGP,1972,80.48089,8155,NA,2164344,NA
Singapore,SGP,1973,98.88515,8894,NA,2200145,NA
Singapore,SGP,1974,111.36211,9314,NA,2235078,NA
Singapore,SGP,1975,95.43343,9602,NA,2268532,NA
Singapore,SGP,1976,104.09399,10178,NA,2300749,NA
Singapore,SGP,1977,124.53542,10790,NA,2331546,NA
Singapore,SGP,1978,134.8382,11588,NA,2360612,NA
Singapore,SGP,1979,153.13484,12521,NA,2388159,NA
Singapore,SGP,1980,162.91083,13601,NA,2437496,NA
Singapore,SGP,1981,147.94923,14335,NA,2531800,NA
Singapore,SGP,1982,129.28098,14687,NA,2627420,NA
Singapore,SGP,1983,122.82903,15720,NA,2685981,NA
Singapore,SGP,1984,121.96325,16767,NA,2720930,NA
Singapore,SGP,1985,119.19463,16611,NA,2735032,NA
Singapore,SGP,1986,121.13857,16831,NA,2744656,NA
Singapore,SGP,1987,137.27498,18345,NA,2781625,NA
Singapore,SGP,1988,155.13019,19853,NA,2849044,NA
Singapore,SGP,1989,146.81233,21221,NA,2938656,NA
Singapore,SGP,1990,145.85315,22666,NA,3039593,NA
Singapore,SGP,1991,129.66844,23636.684,NA,3136293,NA
Singapore,SGP,1992,121.69548,24775.57,NA,3226461,NA
Singapore,SGP,1993,122.04225,27073.715,NA,3317893,NA
Singapore,SGP,1994,131.23868,29454.613,NA,3417815,NA
Singapore,SGP,1995,134.56366,30957.287,NA,3533624,NA
Singapore,SGP,1996,129.67751,32724.488,NA,3664566,NA
Singapore,SGP,1997,124.78037,34868.066,NA,3796630,NA
Singapore,SGP,1998,128.22078,33590.48,NA,3901418,NA
Singapore,SGP,1999,132.91127,35156.117,NA,3966562,NA
Singapore,SGP,2000,143.79459,37772.758,NA,4035251,NA
Singapore,SGP,2001,136.36037,36864.574,NA,4116169,NA
Singapore,SGP,2002,136.14899,37829.906,NA,4146898,NA
Singapore,SGP,2003,164.84509,38950.746,NA,4138241,NA
Singapore,SGP,2004,173.95526,42111.168,NA,4172766,NA
Singapore,SGP,2005,180.23323,44698.84,NA,4268361,NA
Singapore,SGP,2006,183.90536,48073.59,NA,4407064,NA
Singapore,SGP,2007,166.29947,51844.062,NA,4596515,NA
Singapore,SGP,2008,175.92638,52180.17,NA,4806742,NA
Singapore,SGP,2009,140.23941,51344.477,NA,4968573,NA
Singapore,SGP,2010,148.83023,58612.73,NA,5077019,NA
Singapore,SGP,2011,148.79073,61672,NA,5182242,NA
Singapore,SGP,2012,141.1813,62855.523,NA,5293344,NA
Singapore,SGP,2013,136.61855,64821.926,NA,5385589,NA
Singapore,SGP,2014,133.76088,66498.555,NA,5457899,NA
Slovakia,SVK,1992,41.18256,9838.615,NA,5306445,NA
Slovakia,SVK,1993,33.21312,10481.115,NA,5326361,NA
Slovakia,SVK,1994,33.32916,11063.948,NA,5343230,NA
Slovakia,SVK,1995,35.61349,11874.398,NA,5354287,NA
Slovakia,SVK,1996,33.65379,12622.909,NA,5362429,NA
Slovakia,SVK,1997,34.85867,13335.459,NA,5369781,NA
Slovakia,SVK,1998,36.33515,13822.1875,NA,5374801,NA
Slovakia,SVK,1999,34.81763,13750.333,NA,5378105,NA
Slovakia,SVK,2000,40.78259,13904.985,NA,5380001,NA
Slovakia,SVK,2001,41.1852,14361.901,NA,5379439,NA
Slovakia,SVK,2002,42.89101,14984.731,NA,5377685,NA
Slovakia,SVK,2003,47.78781,15773.095,NA,5376198,NA
Slovakia,SVK,2004,47.53418,16570.861,NA,5376039,NA
Slovakia,SVK,2005,50.87607,17649.52,NA,5376696,NA
Slovakia,SVK,2006,59.62085,19099.428,NA,5376847,NA
Slovakia,SVK,2007,68.16341,21109.94,NA,5376995,NA
Slovakia,SVK,2008,71.18571,22231.988,NA,5379125,NA
Slovakia,SVK,2009,63.43818,20953.037,NA,5385074,NA
Slovakia,SVK,2010,68.80207,21941.213,NA,5391857,NA
Slovakia,SVK,2011,76.77202,22483,NA,5398104,NA
Slovakia,SVK,2012,81.99251,22745.203,NA,5404877,NA
Slovakia,SVK,2013,82.13598,22860.525,NA,5410422,NA
Slovakia,SVK,2014,81.70938,23453.041,NA,5415237,NA
Slovenia,SVN,1995,39.43704,17816.8,NA,1988099,NA
Slovenia,SVN,1996,38.69595,18376.246,NA,1986792,NA
Slovenia,SVN,1997,40.35015,19258.945,NA,1984399,NA
Slovenia,SVN,1998,40.8326,19851.057,NA,1980071,NA
Slovenia,SVN,1999,38.37599,20793.918,NA,1981198,NA
Slovenia,SVN,2000,44.86675,21501.336,NA,1986818,NA
Slovenia,SVN,2001,46.17897,22006.953,NA,1989685,NA
Slovenia,SVN,2002,46.57635,22725.312,NA,1991573,NA
Slovenia,SVN,2003,46.30745,23257.422,NA,1992502,NA
Slovenia,SVN,2004,45.6029,24150.584,NA,1993549,NA
Slovenia,SVN,2005,52.86438,24966.94,NA,1996914,NA
Slovenia,SVN,2006,58.73714,26182.78,NA,2003113,NA
Slovenia,SVN,2007,62.63678,27832.764,NA,2014161,NA
Slovenia,SVN,2008,61.59469,28473.596,NA,2025090,NA
Slovenia,SVN,2009,52.11645,25905.512,NA,2035611,NA
Slovenia,SVN,2010,60.66174,26000.92,NA,2044612,NA
Slovenia,SVN,2011,67.51788,26004,NA,2048805,NA
Slovenia,SVN,2012,69.43295,25269.232,NA,2053321,NA
Slovenia,SVN,2013,71.06353,24975.363,NA,2056452,NA
Slovenia,SVN,2014,72.78881,25638.66,NA,2058396,NA
South Africa,ZAF,1918,30.83811,1854,NA,6927689,NA
South Africa,ZAF,1924,13.82755,2037,NA,7765470,NA
South Africa,ZAF,1925,16.04894,2171,NA,7928675,NA
South Africa,ZAF,1926,13.48409,2228,NA,8095309,NA
South Africa,ZAF,1927,15.72741,2271,NA,8265446,NA
South Africa,ZAF,1928,15.61039,2444,NA,8439158,NA
South Africa,ZAF,1929,15.08581,2386,NA,8615057,NA
South Africa,ZAF,1930,11.2241,2252,NA,8793161,NA
South Africa,ZAF,1931,8.08836,2128,NA,8973484,NA
South Africa,ZAF,1932,6.31437,2047,NA,9156043,NA
South Africa,ZAF,1933,9.61569,2268,NA,9340853,NA
South Africa,ZAF,1934,8.74814,2514,NA,9529394,NA
South Africa,ZAF,1935,9.11323,2785,NA,9721741,NA
South Africa,ZAF,1936,8.08344,3048,NA,9917969,NA
South Africa,ZAF,1937,10.31941,3249,NA,10118159,NA
South Africa,ZAF,1938,7.81991,3118,NA,10322389,NA
South Africa,ZAF,1939,7.62332,3272,NA,10528607,NA
South Africa,ZAF,1940,8.71327,3419,NA,10736810,NA
South Africa,ZAF,1941,8.96861,3510,NA,10946998,NA
South Africa,ZAF,1942,9.54692,3548,NA,11159168,NA
South Africa,ZAF,1943,8.01815,3558,NA,11373317,NA
South Africa,ZAF,1944,10.98431,3610,NA,11591575,NA
South Africa,ZAF,1945,10.16502,3631,NA,11814022,NA
South Africa,ZAF,1946,11.97312,3684,NA,12040737,NA
South Africa,ZAF,1947,11.5894,3647,NA,12271803,NA
South Africa,ZAF,1948,13.97469,3848,NA,12507304,NA
South Africa,ZAF,1949,14.40059,3819,NA,12764367,NA
South Africa,ZAF,1950,18.79979,4041,NA,13038501,NA
South Africa,ZAF,1951,19.56632,4130,NA,13309025,NA
South Africa,ZAF,1952,17.34749,4175,NA,13595544,NA
South Africa,ZAF,1953,15.92882,4264,NA,13892916,NA
South Africa,ZAF,1954,13.10539,4404,NA,14203781,NA
South Africa,ZAF,1955,13.91689,4511,NA,14533371,NA
South Africa,ZAF,1956,14.81493,4645,NA,14880686,NA
South Africa,ZAF,1957,14.57667,4704,NA,15244838,NA
South Africa,ZAF,1958,15.08157,4685,NA,15620419,NA
South Africa,ZAF,1959,15.02004,4774,NA,16014971,NA
South Africa,ZAF,1960,14.81103,4847,NA,16440173,NA
South Africa,ZAF,1961,15.74464,4929,NA,16908039,NA
South Africa,ZAF,1962,16.39335,5067,NA,17418524,NA
South Africa,ZAF,1963,15.46148,5294,NA,17954561,NA
South Africa,ZAF,1964,16.63922,5499,NA,18511368,NA
South Africa,ZAF,1965,15.21774,5673,NA,19089382,NA
South Africa,ZAF,1966,15.3856,5762,NA,19690084,NA
South Africa,ZAF,1967,15.74386,5993,NA,20314071,NA
South Africa,ZAF,1968,15.88563,6087,NA,20957288,NA
South Africa,ZAF,1969,14.7314,6290,NA,21614679,NA
South Africa,ZAF,1970,13.30833,6448,NA,22279991,NA
South Africa,ZAF,1971,11.89601,6591,NA,22942144,NA
South Africa,ZAF,1972,13.90752,6550,NA,23609456,NA
South Africa,ZAF,1973,13.99964,6655,NA,24294265,NA
South Africa,ZAF,1974,15.47195,6853,NA,24989109,NA
South Africa,ZAF,1975,17.54582,6808,NA,25690943,NA
South Africa,ZAF,1976,18.56135,6802,NA,26395450,NA
South Africa,ZAF,1977,21.82955,6623,NA,27118951,NA
South Africa,ZAF,1978,22.50804,6653,NA,27869507,NA
South Africa,ZAF,1979,23.35612,6746,NA,28634161,NA
South Africa,ZAF,1980,18.32391,6998,NA,29518856,NA
South Africa,ZAF,1981,15.05435,7141,NA,30541046,NA
South Africa,ZAF,1982,14.59914,6891,NA,31615338,NA
South Africa,ZAF,1983,11.90896,6554,NA,32739307,NA
South Africa,ZAF,1984,13.21417,6672,NA,33892792,NA
South Africa,ZAF,1985,17.60691,6385,NA,35042097,NA
South Africa,ZAF,1986,16.42707,6236,NA,36180519,NA
South Africa,ZAF,1987,11.39121,6212,NA,37326193,NA
South Africa,ZAF,1988,11.83464,6319,NA,38480645,NA
South Africa,ZAF,1989,12.8685,6306,NA,39628574,NA
South Africa,ZAF,1990,14.50915,6111,NA,40746273,NA
South Africa,ZAF,1991,13.91989,6034.9004,NA,41687903,NA
South Africa,ZAF,1992,13.58879,5901.9844,NA,42443510,NA
South Africa,ZAF,1993,12.66969,5965.9116,NA,43297154,NA
South Africa,ZAF,1994,13.75527,6172.9736,NA,44004140,NA
South Africa,ZAF,1995,15.7175,6406.428,NA,44541559,NA
South Africa,ZAF,1996,18.21861,6725.791,NA,45123022,NA
South Africa,ZAF,1997,18.88471,6950.4717,NA,45666836,NA
South Africa,ZAF,1998,19.68702,7024.2954,NA,46223887,NA
South Africa,ZAF,1999,21.07845,7234.2856,NA,46730332,NA
South Africa,ZAF,2000,23.62763,7582.7783,NA,47159714,NA
South Africa,ZAF,2001,27.16597,7839.6255,NA,47566805,NA
South Africa,ZAF,2002,28.93287,8171.2065,NA,48019414,NA
South Africa,ZAF,2003,22.24795,8451.452,NA,48500349,NA
South Africa,ZAF,2004,22.58981,8877.921,NA,48991420,NA
South Africa,ZAF,2005,22.0812,9393.693,NA,49490041,NA
South Africa,ZAF,2006,24.34859,9978.471,NA,49998272,NA
South Africa,ZAF,2007,26.99889,10576.291,NA,50528577,NA
South Africa,ZAF,2008,34.35878,10977.146,NA,51114595,NA
South Africa,ZAF,2009,25.01738,10873.046,NA,51728518,NA
South Africa,ZAF,2010,24.33652,11318.6045,NA,52344045,NA
South Africa,ZAF,2011,29.8385,11838,NA,52995210,NA
South Africa,ZAF,2012,32.37437,11938.226,NA,53782569,NA
South Africa,ZAF,2013,34.29973,12048.068,NA,54678790,NA
South Africa,ZAF,2014,34.75071,12034.149,NA,55594838,NA
South Korea,KOR,1911,3.51201,1107.5587,NA,10009308,NA
South Korea,KOR,1912,3.9548,1090.4381,NA,10135440,NA
South Korea,KOR,1913,5.33563,1171.044,NA,10290453,NA
South Korea,KOR,1914,6.29496,1254.4019,NA,10447834,NA
South Korea,KOR,1915,8.83392,1261.2614,NA,10607621,NA
South Korea,KOR,1916,9.43089,1314.9944,NA,10769848,NA
South Korea,KOR,1917,10.1432,1366.1466,NA,10934555,NA
South Korea,KOR,1918,12.55028,1427.0303,NA,11106804,NA
South Korea,KOR,1919,12.34019,1363.1521,NA,11283431,NA
South Korea,KOR,1920,11.27647,1428.8164,NA,11464533,NA
South Korea,KOR,1921,13.14837,1473.8792,NA,11650208,NA
South Korea,KOR,1922,13.57323,1492.9811,NA,11840557,NA
South Korea,KOR,1923,15.30374,1505.5023,NA,12035681,NA
South Korea,KOR,1924,17.89989,1422.1493,NA,12234022,NA
South Korea,KOR,1925,18.10482,1469.8882,NA,12435630,NA
South Korea,KOR,1926,18.96552,1529.5438,NA,12640561,NA
South Korea,KOR,1927,18.85504,1611.7197,NA,12848870,NA
South Korea,KOR,1928,19.35484,1492.937,NA,13060611,NA
South Korea,KOR,1929,19.31882,1495.8643,NA,13263161,NA
South Korea,KOR,1930,17.60053,1637.2098,NA,13456220,NA
South Korea,KOR,1931,18.64769,1620.7775,NA,13639481,NA
South Korea,KOR,1932,21.59722,1620.9446,NA,13812628,NA
South Korea,KOR,1933,22.00358,1655.0253,NA,13975340,NA
South Korea,KOR,1934,24.48657,1673.3032,NA,14139969,NA
South Korea,KOR,1935,25.41513,1759.597,NA,14306538,NA
South Korea,KOR,1936,23.90165,1692.8866,NA,14475069,NA
South Korea,KOR,1937,25.36982,2005.7491,NA,14645585,NA
South Korea,KOR,1950,1.35106,998.08875,NA,19757320,NA
South Korea,KOR,1951,0.54249,990.77,NA,19868990,NA
South Korea,KOR,1952,1.77862,1038.041,NA,20229881,NA
South Korea,KOR,1953,1.64681,1316.691,NA,20775325,NA
South Korea,KOR,1954,0.83382,1372.6798,NA,21415579,NA
South Korea,KOR,1955,0.85783,1411.3336,NA,22125103,NA
South Korea,KOR,1956,0.96333,1381.9828,NA,22874440,NA
South Korea,KOR,1957,0.56633,1466.7677,NA,23660791,NA
South Korea,KOR,1958,0.41133,1517.8839,NA,24473927,NA
South Korea,KOR,1959,0.44444,1555.7272,NA,25298234,NA
South Korea,KOR,1960,0.86437,1547.6918,NA,26115390,NA
South Korea,KOR,1961,1.84255,1605.8468,NA,26852962,NA
South Korea,KOR,1962,2.035,1620.4901,NA,27509234,NA
South Korea,KOR,1963,2.23618,1720.8241,NA,28145547,NA
South Korea,KOR,1964,3.46323,1834.9778,NA,28744980,NA
South Korea,KOR,1965,5.67998,1917.4283,NA,29284343,NA
South Korea,KOR,1966,6.53172,2093.888,NA,29845940,NA
South Korea,KOR,1967,6.77902,2232.0535,NA,30495724,NA
South Korea,KOR,1968,7.62341,2468.4836,NA,31175295,NA
South Korea,KOR,1969,8.30291,2764.1533,NA,31852769,NA
South Korea,KOR,1970,8.91307,2974.8074,NA,32542203,NA
South Korea,KOR,1971,10.28482,3221.6746,NA,33239860,NA
South Korea,KOR,1972,14.28891,3387.8906,NA,33936471,NA
South Korea,KOR,1973,22.18208,3822.046,NA,34625845,NA
South Korea,KOR,1974,22.56262,4112.6016,NA,35287832,NA
South Korea,KOR,1975,22.28795,4362.007,NA,35875741,NA
South Korea,KOR,1976,24.60409,4855.941,NA,36379927,NA
South Korea,KOR,1977,24.96064,5367.795,NA,36843638,NA
South Korea,KOR,1978,23.20403,5856.4966,NA,37281937,NA
South Korea,KOR,1979,21.5629,6265.886,NA,37710898,NA
